url	depth	rank
https://crawler-test.com/links/broken_links_external	2	0.16666666666666666
https://crawler-test.com/links/max_external_links	2	0.07142857142857142
https://crawler-test.com/links/page_with_external_links	2	0.16666666666666666
https://crawler-test.com/links/nofollowed_page	2	1.0
https://crawler-test.com/links/nofollow_link_with_nofollowed_backlinks	2	1.0
https://crawler-test.com/links/relative_link/a/b	2	1.0
https://crawler-test.com/links/relative_link_with_base/a/b	2	1.0
https://crawler-test.com/links/image_links	2	1.0
https://crawler-test.com/links/non_default_language	2	1.0
https://crawler-test.com/links/meta_refresh	2	1.0
https://crawler-test.com/links/header_refresh	2	1.0
https://crawler-test.com/links/external_links_to_disallwed_urls	2	0.2
https://crawler-test.com/links/non_standard_links	2	0.2857142857142857
https://crawler-test.com/links/repeated_external_links	2	0.25
https://crawler-test.com/links/repeated_internal_links	2	1.0
https://crawler-test.com/links/links_with_quote_variations	2	0.25
https://crawler-test.com/links/whitespace_in_links	2	0.5
https://crawler-test.com/links/comma_separated_attributes	2	1.0
https://crawler-test.com/links/nofollow_and_follow_link	2	1.0
https://crawler-test.com/links/relative_protocol_page	2	1.0
https://crawler-test.com/javascript/window-location-onchange	2	0
https://crawler-test.com/javascript/window-open	2	1.0
https://crawler-test.com/javascript/onmousedown	2	0.0
https://crawler-test.com/javascript/concatenatedlink	2	0
https://crawler-test.com/javascript/data-hreflink	2	0
https://crawler-test.com/javascript/push_state	2	0
https://crawler-test.com/urls/double_slash//one	2	1.0
https://crawler-test.com/urls/double_slash////two	2	1.0
https://crawler-test.com/urls/double_slash//////three	2	1.0
https://crawler-test.com/urls/double_slash//////four//	2	1.0
https://crawler-test.com/urls/parameter_1_1?parameter_1=foo	2	1.0
https://crawler-test.com/urls/parameter_1_2?parameter_x=x&parameter_1=foo	2	1.0
https://crawler-test.com/urls/parameter_1_3?parameter_x=x&parameter_1=foo&parameter_y=y	2	1.0
https://crawler-test.com/urls/parameter_2_1?parameter_1=foo	2	1.0
https://crawler-test.com/urls/parameter_2_2?parameter_x=x&parameter_1=foo	2	1.0
https://crawler-test.com/urls/parameter_2_3?parameter_x=x&parameter_1=foo&parameter_y=y	2	1.0
https://crawler-test.com/urls/parameter?parameter_1=foo&parameter_1=bar	2	1.0
https://crawler-test.com/urls/parameter?parameter_1=foo&parameter_1=foo	2	1.0
https://crawler-test.com/urls/url_with_spaces/URL with spaces	2	0
https://crawler-test.com/urls/url_with_trailing_space/%20	2	1.0
https://crawler-test.com/urls/url_with_encoded_trailing_space/ 	2	1.0
https://crawler-test.com/urls/duplication_types/	2	1.0
https://crawler-test.com/urls/duplication_types	2	1.0
https://crawler-test.com/urls/duplication_types?tracking=yes	2	1.0
https://crawler-test.com/urls/duplication_types/index.html	2	1.0
https://crawler-test.com/urls/duplication_types/duplication_types/	2	1.0
https://crawler-test.com/urls/DUPLICATION_TYPES	2	1.0
https://crawler-test.com/urls/links_to_malformed_urls	2	0.25
https://crawler-test.com/urls/paginated_page	2	1.0
https://crawler-test.com/urls/unlinked_paginated_page	2	1.0
https://crawler-test.com/urls/paginated_and_noindex_page	2	1.0
https://crawler-test.com/urls/links_to_non_html_filetypes	2	1.0
https://crawler-test.com/urls/pages_with_hreflang	2	1.0
https://crawler-test.com/urls/page_with_hreflang_header_ok	2	1.0
https://crawler-test.com/urls/page_with_hreflang_header_not_ok	2	1.0
https://crawler-test.com/urls/duplicate_page	2	1.0
https://crawler-test.com/urls/duplicate_page/foo	2	1.0
https://crawler-test.com/urls/duplicate_page/bar	2	1.0
https://crawler-test.com/urls/duplicate_page/baz	2	1.0
https://crawler-test.com/urls/with_session_id?sessionID=8H8RHjMJ0DOOwvwgANwg	2	1.0
https://crawler-test.com/urls/page_url_length_n	2	1.0
https://crawler-test.com/urls/url_with_fragment	2	1.0
https://crawler-test.com/url/URL%2c_with_encoded_reserved_character	2	1.0
https://crawler-test.com/url/URL_with_encoded_unreserved_%63haracter	2	1.0
https://crawler-test.com/url/with_encoded_space 	2	1.0
https://crawler-test.com/url/with_encoded_Ã³_character	2	0
https://crawler-test.com/urls/directory_index/	2	1.0
https://crawler-test.com/urls/directory_index/index.htm	2	1.0
https://crawler-test.com/urls/directory_index/default.htm	2	1.0
https://crawler-test.com/urls/directory_index/index.html	2	1.0
https://crawler-test.com/urls/directory_index/index	2	1.0
https://crawler-test.com/infinite/	2	1.0
https://crawler-test.com/relative_base_source	2	1.0
https://crawler-test.com/one/two/three/four	2	1.0
https://crawler-test.com/one/two/three/four/five	2	1.0
https://crawler-test.com/one/two/three/four/five/six	2	1.0
https://crawler-test.com/one/two/three/four/five/six/seven	2	1.0
https://crawler-test.com/path/1/path/2	2	1.0
https://crawler-test.com/path/1/path/2/path/3	2	1.0
https://crawler-test.com/urls/multiple_slashes///200_404	2	0
https://crawler-test.com/urls/multiple_slashes///404_200	2	0
https://crawler-test.com//urls/double_slash/disallowed_start	2	1.0
https://crawler-test.com/urls/double_slash//disallowed_middle	2	1.0
https://crawler-test.com/urls/double_slash/disallowed_end//	2	1.0
https://crawler-test.com?parameter-on-hostname-root=parameter-value	2	0.9927360774818402
https://crawler-test.com?removed_parameter=1&retained_parameter=1	2	0.9927360774818402
https://crawler-test.com/url/url_with:colon	2	1.0
https://crawler-test.com/canonical_tags/relative_root_canonical_tag	2	1.0
https://crawler-test.com/canonical_tags/relative_canonical_tag	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_uppercase	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/2	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/3	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/4	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/5	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/6	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/7	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/8	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/9	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/10	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/11	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/12	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/13	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/14	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/15	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/16	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/17	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/18	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/19	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/20	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/21	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/22	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/23	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/24	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag/25	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_like_page	2	1.0
https://crawler-test.com/canonical_tags/canonical_duplicate_description	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_in_header	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_outside_head	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_html_header_conflict	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_html_conflict	2	1.0
https://crawler-test.com/canonical_tags/page_with_external_canonical	2	1.0
https://crawler-test.com/canonical_tags/page_without_canonical_tag	2	1.0
https://crawler-test.com/canonical_tags/unlinked_canonical	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_og_url_conflict	2	1.0
https://crawler-test.com/canonical_tags/canonical_tag_with_self_reference	2	1.0
https://crawler-test.com/canonical_tags/canonicalised_to_disallowed_url	2	1.0
https://crawler-test.com/canonical_tags/unlinked_canonical_header	2	1.0
https://crawler-test.com/canonical_tags/non_head_canonical	2	1.0
https://crawler-test.com/canonical_tags/non_head_canonical_link	2	1.0
https://crawler-test.com/canonical_tags/non_head_canonical_link_2	2	1.0
https://crawler-test.com/canonical_tags/canonical_port_80	2	1.0
https://crawler-test.com/canonical_tags/canonical_port_443	2	1.0
https://crawler-test.com/canonical_tags/canonical_port_8080	2	1.0
https://crawler-test.com/canonical_tags/canonical_url_encoded_vs_non_encoded/cafÃ©	2	0
https://crawler-test.com/canonical_tags/canonical_url_encoded_vs_non_encoded/ðº/ist	2	0
https://crawler-test.com/canonical_tags/canonical_prameter_key_is_case_sensitive?key=value	2	1.0
https://crawler-test.com/canonical_tags/canonical_prameter_value_is_case_sensitive?key=value	2	1.0
https://crawler-test.com/canonical_tags/canonical_url_fragments	2	1.0
https://crawler-test.com/canonical_tags/canonical_different_parameter_order?key2=value2&key=value	2	1.0
https://crawler-test.com/canonical_tags/canonical_hostname_case_insensitive	2	1.0
https://crawler-test.com/canonical_tags/canonical_protocol_case_insensitive	2	1.0
https://crawler-test.com/canonical_tags/canonical_path_is_case_sensitive	2	1.0
